paper_id,title,abstract,categories,text,label_list
704.0918,Algebraic geometry of Gaussian Bayesian networks,"  Conditional independence models in the Gaussian case are algebraic varieties in the cone of positive definite covariance matrices. We study these varieties in the case of Bayesian networks, with a view towards generalizing the recursive factorization theorem to situations with hidden variables. In the case when the underlying graph is a tree, we show that the vanishing ideal of the model is generated by the conditional independence statements implied by graph. We also show that the ideal of any Bayesian network is homogeneous with respect to a multigrading induced by a collection of upstream random variables. This has a number of important consequences for hidden variable models. Finally, we relate the ideals of Bayesian networks to a number of classical constructions in algebraic geometry including toric degenerations of the Grassmannian, matrix Schubert varieties, and secant varieties. ",math.AG math.ST stat.TH,"Algebraic geometry of Gaussian Bayesian networks.   Conditional independence models in the Gaussian case are algebraic varieties in the cone of positive definite covariance matrices. We study these varieties in the case of Bayesian networks, with a view towards generalizing the recursive factorization theorem to situations with hidden variables. In the case when the underlying graph is a tree, we show that the vanishing ideal of the model is generated by the conditional independence statements implied by graph. We also show that the ideal of any Bayesian network is homogeneous with respect to a multigrading induced by a collection of upstream random variables. This has a number of important consequences for hidden variable models. Finally, we relate the ideals of Bayesian networks to a number of classical constructions in algebraic geometry including toric degenerations of the Grassmannian, matrix Schubert varieties, and secant varieties.",['math.AG']
704.0367,Instanton representation of Plebanski gravity. Consistency of the   initital value constraints under time evolution,"  The instanton representation of Plebanski gravity provides as equations of motion a Hodge self-duality condition and a set of `generalized' Maxwell's equations, subject to gravitational degrees of freedom encoded in the initial value constraints of general relativity. The main result of the present paper will be to prove that this constraint surface is preserved under time evolution. We carry this out not using the usual Dirac procedure, but rather the Lagrangian equations of motion themsleves. Finally, we provide a comparison with the Ashtekar formulation to place these results into overall context. ",gr-qc,"Instanton representation of Plebanski gravity. Consistency of the   initital value constraints under time evolution.   The instanton representation of Plebanski gravity provides as equations of motion a Hodge self-duality condition and a set of `generalized' Maxwell's equations, subject to gravitational degrees of freedom encoded in the initial value constraints of general relativity. The main result of the present paper will be to prove that this constraint surface is preserved under time evolution. We carry this out not using the usual Dirac procedure, but rather the Lagrangian equations of motion themsleves. Finally, we provide a comparison with the Ashtekar formulation to place these results into overall context.",['gr-qc']
704.0946,Efficient Simulations of Early Structure Formation and Reionization,"  We present a method to construct semi-numerical ``simulations'', which can efficiently generate realizations of halo distributions and ionization maps at high redshifts. Our procedure combines an excursion-set approach with first-order Lagrangian perturbation theory and operates directly on the linear density and velocity fields. As such, the achievable dynamic range with our algorithm surpasses the current practical limit of N-body codes by orders of magnitude. This is particularly significant in studies of reionization, where the dynamic range is the principal limiting factor. We test our halo-finding and HII bubble-finding algorithms independently against N-body simulations with radiative transfer and obtain excellent agreement. We compute the size distributions of ionized and neutral regions in our maps. We find even larger ionized bubbles than do purely analytic models at the same volume-weighted mean hydrogen neutral fraction. We also generate maps and power spectra of 21-cm brightness temperature fluctuations, which for the first time include corrections due to gas bulk velocities. We find that velocities widen the tails of the temperature distributions and increase small-scale power, though these effects quickly diminish as reionization progresses. We also include some preliminary results from a simulation run with the largest dynamic range to date: a 250 Mpc box that resolves halos with masses M >~ 2.2 x10^8 M_sun. We show that accurately modeling the late stages of reionization requires such large scales. The speed and dynamic range provided by our semi-numerical approach will be extremely useful in the modeling of early structure formation and reionization. ",astro-ph,"Efficient Simulations of Early Structure Formation and Reionization.   We present a method to construct semi-numerical ``simulations'', which can efficiently generate realizations of halo distributions and ionization maps at high redshifts. Our procedure combines an excursion-set approach with first-order Lagrangian perturbation theory and operates directly on the linear density and velocity fields. As such, the achievable dynamic range with our algorithm surpasses the current practical limit of N-body codes by orders of magnitude. This is particularly significant in studies of reionization, where the dynamic range is the principal limiting factor. We test our halo-finding and HII bubble-finding algorithms independently against N-body simulations with radiative transfer and obtain excellent agreement. We compute the size distributions of ionized and neutral regions in our maps. We find even larger ionized bubbles than do purely analytic models at the same volume-weighted mean hydrogen neutral fraction. We also generate maps and power spectra of 21-cm brightness temperature fluctuations, which for the first time include corrections due to gas bulk velocities. We find that velocities widen the tails of the temperature distributions and increase small-scale power, though these effects quickly diminish as reionization progresses. We also include some preliminary results from a simulation run with the largest dynamic range to date: a 250 Mpc box that resolves halos with masses M >~ 2.2 x10^8 M_sun. We show that accurately modeling the late stages of reionization requires such large scales. The speed and dynamic range provided by our semi-numerical approach will be extremely useful in the modeling of early structure formation and reionization.",['astro-ph']
704.0602,Alternative Large Nc Schemes and Chiral Dynamics,  We compare the dependences on the number of colors of the leading pion pion scattering amplitudes using the single index quark field and two index quark fields. These are seen to have different relationships to the scattering amplitudes suggested by chiral dynamics which can explain the long puzzling pion pion s wave scattering up to about 1 GeV. This may be interesting for getting a better understanding of the large Nc approach as well as for application to recently proposed technicolor models. ,hep-ph hep-lat hep-th nucl-th,Alternative Large Nc Schemes and Chiral Dynamics.   We compare the dependences on the number of colors of the leading pion pion scattering amplitudes using the single index quark field and two index quark fields. These are seen to have different relationships to the scattering amplitudes suggested by chiral dynamics which can explain the long puzzling pion pion s wave scattering up to about 1 GeV. This may be interesting for getting a better understanding of the large Nc approach as well as for application to recently proposed technicolor models.,"['hep-ph', 'hep-th', 'nucl-th']"
704.1088,"Extended Comment on ""One-Range Addition Theorems for Coulomb Interaction   Potential and Its Derivatives"" by I. I. Guseinov (Chem. Phys. Vol. 309   (2005), pp. 209 - 213)","  Addition theorems are principal tools that express a function $f (\bm{r} \pm \bm{r}')$ in terms of products of other functions that only depend on either $\bm{r}$ or $\bm{r}'$. The best known example of such an addition theorem is the Laplace expansion of the Coulomb potential which possesses a characteristic two-range form. Guseinov [Chem. Phys. {\bf 309}, 209 - 213 (2005)] derived one-range addition theorems for the Coulomb potential via the limit $\beta \to 0$ in previously derived one-range addition theorems for the Yukawa potential $\exp \bigl(-\beta | \bm{r}-\bm{r}'| \bigr) /| \bm{r}-\bm{r}'|$. At first sight, this looks like a remarkable achievement, but from a mathematical point of view, Guseinov's work is at best questionable and in some cases fundamentally flawed. One-range addition theorems are expansions in terms of functions that are complete and orthonormal in a given Hilbert space, but Guseinov replaced the complete and orthonormal functions by nonorthogonal Slater-type functions and rearranged the resulting expansions. This is a dangerous operation whose validity must be checked. It is shown that the one-center limit $\bm{r}' = \bm{0}$ of Guseinov's rearranged Yukawa addition theorems as well as of several other addition theorems does not exist. Moreover, the Coulomb potential does not belong to any of the Hilbert spaces implicitly used by Guseinov. Accordingly, one-range addition theorems for the Coulomb potential diverge in the mean. Instead, these one-range addition theorems have to interpreted as expansions of generalized functions in the sense of Schwartz that converge weakly in suitable functionals. ",math-ph math.MP,"Extended Comment on ""One-Range Addition Theorems for Coulomb Interaction   Potential and Its Derivatives"" by I. I. Guseinov (Chem. Phys. Vol. 309   (2005), pp. 209 - 213).   Addition theorems are principal tools that express a function $f (\bm{r} \pm \bm{r}')$ in terms of products of other functions that only depend on either $\bm{r}$ or $\bm{r}'$. The best known example of such an addition theorem is the Laplace expansion of the Coulomb potential which possesses a characteristic two-range form. Guseinov [Chem. Phys. {\bf 309}, 209 - 213 (2005)] derived one-range addition theorems for the Coulomb potential via the limit $\beta \to 0$ in previously derived one-range addition theorems for the Yukawa potential $\exp \bigl(-\beta | \bm{r}-\bm{r}'| \bigr) /| \bm{r}-\bm{r}'|$. At first sight, this looks like a remarkable achievement, but from a mathematical point of view, Guseinov's work is at best questionable and in some cases fundamentally flawed. One-range addition theorems are expansions in terms of functions that are complete and orthonormal in a given Hilbert space, but Guseinov replaced the complete and orthonormal functions by nonorthogonal Slater-type functions and rearranged the resulting expansions. This is a dangerous operation whose validity must be checked. It is shown that the one-center limit $\bm{r}' = \bm{0}$ of Guseinov's rearranged Yukawa addition theorems as well as of several other addition theorems does not exist. Moreover, the Coulomb potential does not belong to any of the Hilbert spaces implicitly used by Guseinov. Accordingly, one-range addition theorems for the Coulomb potential diverge in the mean. Instead, these one-range addition theorems have to interpreted as expansions of generalized functions in the sense of Schwartz that converge weakly in suitable functionals.","['math-ph', 'math.MP']"
704.128,Controllable Quantum Switchboard,  All quantum information processes inevitably requires the explicit state preparation of an entangled state. Here we present the construction of a quantum switchboard which can act both as an optimal quantum cloning machine and a quantum demultiplexer based on the preparation of a four-qubit state. ,quant-ph,Controllable Quantum Switchboard.   All quantum information processes inevitably requires the explicit state preparation of an entangled state. Here we present the construction of a quantum switchboard which can act both as an optimal quantum cloning machine and a quantum demultiplexer based on the preparation of a four-qubit state.,['quant-ph']
704.1887,Origin of the 60K plateau in YBa_2Cu_3O_6+x,"  A model for charge transfer mechanism in YBa2Cu3O6+x high-Tc cuprate based on critical chain length concept is proposed to account for 60K and 90K plateaus in Tc(x) dependence. It has been shown, when the statistics of CuO chain formation was described in terms of two dimensional asymmetric next-to-nearest neighbor Ising (ASYNNNI) model, that at any constant temperature below the top of OII phase there exists a uniquely defined value of critical chain length lcr(T) that yields a constant doping p(x)=const over the regime of OII phase (related to 60K plateau of Tc(x)), while 90K plateau coincides with the monotonously increasing p(x) over optimal doping level p=0.16 in the regime of OI phase. Short length chains (l<lcr(T)), together with the first lcr(T)-2 holes in longer chains (l>lcr(T)), are taken as not capable of attracting electrons from CuO2 planes.. It is shown that only a part (41%) of the remaining l-lcr(T)+1 holes in the long chains can capture electrons. The results obtained indicate that the ASYNNNI model and two-plateaus-like behavior of Tc(x) in YBa2Cu3O6+x are closely connected. ",cond-mat.supr-con,"Origin of the 60K plateau in YBa_2Cu_3O_6+x.   A model for charge transfer mechanism in YBa2Cu3O6+x high-Tc cuprate based on critical chain length concept is proposed to account for 60K and 90K plateaus in Tc(x) dependence. It has been shown, when the statistics of CuO chain formation was described in terms of two dimensional asymmetric next-to-nearest neighbor Ising (ASYNNNI) model, that at any constant temperature below the top of OII phase there exists a uniquely defined value of critical chain length lcr(T) that yields a constant doping p(x)=const over the regime of OII phase (related to 60K plateau of Tc(x)), while 90K plateau coincides with the monotonously increasing p(x) over optimal doping level p=0.16 in the regime of OI phase. Short length chains (l<lcr(T)), together with the first lcr(T)-2 holes in longer chains (l>lcr(T)), are taken as not capable of attracting electrons from CuO2 planes.. It is shown that only a part (41%) of the remaining l-lcr(T)+1 holes in the long chains can capture electrons. The results obtained indicate that the ASYNNNI model and two-plateaus-like behavior of Tc(x) in YBa2Cu3O6+x are closely connected.",['cond-mat.supr-con']
704.0626,Probing dark energy with steerable wavelets through correlation of WMAP   and NVSS local morphological measures,"  Using local morphological measures on the sphere defined through a steerable wavelet analysis, we examine the three-year WMAP and the NVSS data for correlation induced by the integrated Sachs-Wolfe (ISW) effect. The steerable wavelet constructed from the second derivative of a Gaussian allows one to define three local morphological measures, namely the signed-intensity, orientation and elongation of local features. Detections of correlation between the WMAP and NVSS data are made with each of these morphological measures. The most significant detection is obtained in the correlation of the signed-intensity of local features at a significance of 99.9%. By inspecting signed-intensity sky maps, it is possible for the first time to see the correlation between the WMAP and NVSS data by eye. Foreground contamination and instrumental systematics in the WMAP data are ruled out as the source of all significant detections of correlation. Our results provide new insight on the ISW effect by probing the morphological nature of the correlation induced between the cosmic microwave background and large scale structure of the Universe. Given the current constraints on the flatness of the Universe, our detection of the ISW effect again provides direct and independent evidence for dark energy. Moreover, this new morphological analysis may be used in future to help us to better understand the nature of dark energy. ",astro-ph,"Probing dark energy with steerable wavelets through correlation of WMAP   and NVSS local morphological measures.   Using local morphological measures on the sphere defined through a steerable wavelet analysis, we examine the three-year WMAP and the NVSS data for correlation induced by the integrated Sachs-Wolfe (ISW) effect. The steerable wavelet constructed from the second derivative of a Gaussian allows one to define three local morphological measures, namely the signed-intensity, orientation and elongation of local features. Detections of correlation between the WMAP and NVSS data are made with each of these morphological measures. The most significant detection is obtained in the correlation of the signed-intensity of local features at a significance of 99.9%. By inspecting signed-intensity sky maps, it is possible for the first time to see the correlation between the WMAP and NVSS data by eye. Foreground contamination and instrumental systematics in the WMAP data are ruled out as the source of all significant detections of correlation. Our results provide new insight on the ISW effect by probing the morphological nature of the correlation induced between the cosmic microwave background and large scale structure of the Universe. Given the current constraints on the flatness of the Universe, our detection of the ISW effect again provides direct and independent evidence for dark energy. Moreover, this new morphological analysis may be used in future to help us to better understand the nature of dark energy.",['astro-ph']
704.1129,SW Sextantis stars: the dominant population of CVs with orbital periods   between 3-4 hours,"  [Abridged] We present time-series optical photometry of five new CVs identified by the Hamburg Quasar Survey. The eclipses observed in HS 0129+2933, HS 0220+0603, and HS 0455+8315 provided very accurate orbital periods of 3.35129827(65), 3.58098501(34), and 3.56937674(26) h, respectively. HS 0805+3822 shows grazing eclipses and has a likely orbital period of 3.2169(2) h. Time-resolved optical spectroscopy of the new CVs (with the exception of HS 0805+3822) is also presented. Radial velocity studies provided an orbital period of 3.55 h for HS 1813+6122, which allowed us to identify the observed photometric signal at 3.39 h as a negative superhump wave. The spectroscopic behaviour clearly identifies these new CVs as new SW Sextantis stars. These new additions increase the number of known SW Sex stars to 35. Almost 40 per cent of the total SW Sex population do not show eclipses, invalidating the requirement of eclipses as a defining characteristic of the class and the models based on a high orbital inclination geometry alone. On the other hand, the predominance of orbital periods in the narrow 3-4.5 h range is becoming more pronounced. In fact, almost half the CVs which populate the 3-4.5 h period interval are definite members of the class. These statistics are confirmed by our results from the Hamburg Quasar Survey CVs. Remarkably, 54 per cent of the Hamburg nova-like variables have been identified as SW Sex stars with orbital periods in the 3-4.5 h range. The observation of this pile-up of systems close to the upper boundary of the period gap is difficult to reconcile with the standard theory of CV evolution, as the SW Sex stars are believed to have the highest mass transfer rates among CVs. Finally, we review the full range of common properties that the SW Sex stars exhibit. ",astro-ph,"SW Sextantis stars: the dominant population of CVs with orbital periods   between 3-4 hours.   [Abridged] We present time-series optical photometry of five new CVs identified by the Hamburg Quasar Survey. The eclipses observed in HS 0129+2933, HS 0220+0603, and HS 0455+8315 provided very accurate orbital periods of 3.35129827(65), 3.58098501(34), and 3.56937674(26) h, respectively. HS 0805+3822 shows grazing eclipses and has a likely orbital period of 3.2169(2) h. Time-resolved optical spectroscopy of the new CVs (with the exception of HS 0805+3822) is also presented. Radial velocity studies provided an orbital period of 3.55 h for HS 1813+6122, which allowed us to identify the observed photometric signal at 3.39 h as a negative superhump wave. The spectroscopic behaviour clearly identifies these new CVs as new SW Sextantis stars. These new additions increase the number of known SW Sex stars to 35. Almost 40 per cent of the total SW Sex population do not show eclipses, invalidating the requirement of eclipses as a defining characteristic of the class and the models based on a high orbital inclination geometry alone. On the other hand, the predominance of orbital periods in the narrow 3-4.5 h range is becoming more pronounced. In fact, almost half the CVs which populate the 3-4.5 h period interval are definite members of the class. These statistics are confirmed by our results from the Hamburg Quasar Survey CVs. Remarkably, 54 per cent of the Hamburg nova-like variables have been identified as SW Sex stars with orbital periods in the 3-4.5 h range. The observation of this pile-up of systems close to the upper boundary of the period gap is difficult to reconcile with the standard theory of CV evolution, as the SW Sex stars are believed to have the highest mass transfer rates among CVs. Finally, we review the full range of common properties that the SW Sex stars exhibit.",['astro-ph']
704.0097,Conformal Field Theory and Operator Algebras,  We review recent progress in operator algebraic approach to conformal quantum field theory. Our emphasis is on use of representation theory in classification theory. This is based on a series of joint works with R. Longo. ,math-ph math.MP math.OA,Conformal Field Theory and Operator Algebras.   We review recent progress in operator algebraic approach to conformal quantum field theory. Our emphasis is on use of representation theory in classification theory. This is based on a series of joint works with R. Longo.,"['math-ph', 'math.MP']"
704.062,White dwarf masses derived from planetary nebulae modelling,"  We compare the mass distribution of central stars of planetary nebulae (CSPN) with those of their progeny, white dwarfs (WD). We use a dynamical method to measure masses with an uncertainty of 0.02 M$_\odot$. The CSPN mass distribution is sharply peaked at $0.61 \rm M_\odot$. The WD distribution peaks at lower masses ($0.58 \rm M_\odot$) and shows a much broader range of masses. Some of the difference can be explained if the early post-AGB evolution is faster than predicted by the Bl\""ocker tracks. Between 30 and 50 per cent of WD may avoid the PN phase because of too low mass. However, the discrepancy cannot be fully resolved and WD mass distributions may have been broadened by observational or model uncertainties. ",astro-ph,"White dwarf masses derived from planetary nebulae modelling.   We compare the mass distribution of central stars of planetary nebulae (CSPN) with those of their progeny, white dwarfs (WD). We use a dynamical method to measure masses with an uncertainty of 0.02 M$_\odot$. The CSPN mass distribution is sharply peaked at $0.61 \rm M_\odot$. The WD distribution peaks at lower masses ($0.58 \rm M_\odot$) and shows a much broader range of masses. Some of the difference can be explained if the early post-AGB evolution is faster than predicted by the Bl\""ocker tracks. Between 30 and 50 per cent of WD may avoid the PN phase because of too low mass. However, the discrepancy cannot be fully resolved and WD mass distributions may have been broadened by observational or model uncertainties.",['astro-ph']
